ID,post_title,post_excerpt,post_status,post_date,post_author,discount_type,coupon_amount,individual_use,product_ids,product_SKUs,exclude_product_ids,exclude_product_SKUs,usage_count,usage_limit,usage_limit_per_user,limit_usage_to_x_items,date_expires,free_shipping,exclude_sale_items,product_categories,exclude_product_categories,minimum_amount,maximum_amount,customer_email
60421,NYE15,"15% off - Instagram Code for Gold Bar Launch/NY",publish,"2020-01-01 10:14:06",5665,percent,15,yes,,,,,1,0,0,0,2020-01-08,no,no,,,,,
60523,NEWYEAR,"15% off - Email Code for Gold Bar 01/02/2020",publish,"2020-01-02 06:45:15",5673,percent,15,yes,,,,,64,0,0,0,2020-01-13,no,no,,,,,
60524,24k,"15% off - Text code for Gold Bar",publish,"2020-01-02 06:51:30",5673,percent,15,yes,,,,,16,0,0,0,2020-01-13,no,no,,,,,
61766,ccell10,,publish,"2020-01-08 12:44:34",5665,percent,10,yes,,,,,424,0,1,0,2020-06-14,no,no,,,,150,
63577,MLK20,"MLK Day/M3B Launch ",publish,"2020-01-20 10:21:10",5665,percent,20,yes,,,,,18,0,1,0,2020-01-22,no,no,,,,,
67711,LOVE,"Email VDay Red Device Sale 2020",publish,"2020-02-14 00:01:35",5665,percent,15,yes,40960|64260|38286,SB-RD|UB-RD,,,1,0,1,0,2020-02-15,no,no,,,,,
67782,ROSE,"Insta VDay Red Device Sale 2020",publish,"2020-02-14 00:01:17",5665,percent,15,yes,40960|64260|38286,SB-RD|UB-RD,,,0,0,1,0,2020-02-15,no,no,,,,,
68660,PRESIDENTS20,,publish,"2020-02-19 09:55:29",5665,percent,20,yes,,,,,1,0,1,0,2020-02-21,no,no,,,,1000,
68661,POSTPRESFLASH,,publish,"2020-02-19 09:56:13",5665,percent,20,yes,,,,,3,0,1,0,2020-02-20,no,no,,,,1000,
68937,hamilton20,,publish,"2020-02-20 12:15:00",5665,percent,20,yes,,,,,14,0,0,0,2020-02-22,no,no,,,,1000,
72096,HELLOHAMILTON,,publish,"2020-03-09 22:55:24",5665,percent,20,yes,,,,,1,0,1,0,2020-11-10,no,no,,,,,
72418,HAMILTON10,,publish,"2020-03-11 17:49:47",5665,percent,10,yes,,,,,4067,0,1,0,,no,no,,,,150,
73085,GOLD20,,publish,"2020-03-16 15:30:48",5665,percent,20,yes,60257,GB-GD,,,1,0,1,0,2020-03-18,no,no,,,,,
73154,CUBE20,,publish,"2020-03-16 23:34:09",5665,percent,20,yes,71048,CU,,,12,0,1,0,2020-03-27,no,no,,,,,
73176,Lucky20,,publish,"2020-03-17 05:31:39",5665,percent,20,yes,60257,GB-GD,,,0,0,1,0,2020-03-18,no,no,,,,,
73177,STPATTYS,,publish,"2020-03-17 05:35:05",5665,percent,20,yes,60257,GB-GD,,,0,0,1,0,2020-03-18,no,no,,,,,
73625,NEWCUBE,,publish,"2020-03-19 10:24:52",5665,percent,20,yes,71048,CU,,,0,0,1,0,2020-03-27,no,no,,,,,
74600,GOTTACATCHEM,,publish,"2020-03-25 06:05:21",5665,percent,20,yes,,,,,3,0,1,0,2020-11-16,no,no,,,,,
77425,EASTER15,,publish,"2020-04-12 08:00:06",5665,percent,15,yes,,,,,72,0,1,0,2020-04-15,no,no,,,,,
78715,4204U,,publish,"2020-04-20 08:00:19",5665,percent,20,yes,,,,,23,0,1,0,2020-04-23,no,no,,,,,
79136,4202DAY,,publish,"2020-04-20 08:00:34",5665,percent,20,yes,,,,,77,0,1,0,2020-04-23,no,no,,,,,
81214,SCA15,,publish,"2020-04-28 14:02:34",5665,percent,15,yes,,,,,0,0,1,0,2020-04-29,no,no,,,,,
82833,fiesta15,,publish,"2020-05-05 08:00:01",5665,percent,15,yes,,,,,35,0,1,0,2020-05-06,no,no,,,,,
82834,cinco15,,publish,"2020-05-05 08:00:06",5665,percent,15,yes,,,,,14,0,1,0,2020-05-06,no,no,,,,,
83327,SLYNGCCELL,,publish,"2020-05-06 15:07:05",5665,percent,10,yes,,,,,737,0,1,0,2020-11-22,no,no,,,,150,
83852,TKSMOM,,publish,"2020-05-10 08:00:54",5665,percent,15,yes,,,,,24,0,1,0,2020-05-12,no,no,,,,,
84059,MOM15,,publish,"2020-05-10 08:00:55",5665,percent,15,yes,,,,,2,0,1,0,2020-05-12,no,no,,,,,
87163,MEMORIAL15,,publish,"2020-05-25 08:00:49",5665,percent,15,yes,,,,,55,0,1,0,2020-05-27,no,no,,,,,
87166,HAPPYMD,,publish,"2020-05-25 08:00:47",5665,percent,15,yes,,,,,14,0,1,0,2020-05-27,no,no,,,,,
90716,KR115,,publish,"2020-06-10 08:00:52",5665,percent,15,yes,,,,,53,0,1,0,2020-06-13,yes,no,,,,,
90749,NEWHEAT15,,publish,"2020-06-10 08:00:14",5665,percent,15,yes,,,,,27,0,1,0,2020-06-13,yes,no,,,,,
92013,FLAG15,,publish,"2020-06-14 08:00:22",5665,percent,50,yes,75663|75664|75662,CB-BL|CB-RD|CB-WT,,,1,0,1,0,2020-06-15,no,no,,,,,
92015,FLAGDAY,,publish,"2020-06-14 08:00:42",5665,percent,50,yes,75663|75664|75662,CB-BL|CB-RD|CB-WT,,,16,0,1,0,2020-06-15,no,no,,,,,
92019,FD15,,publish,"2020-06-14 08:00:40",5665,percent,50,yes,75663|75664|75662,CB-BL|CB-RD|CB-WT,,,1,0,1,0,2020-06-15,no,no,,,,,
93256,SUMMER15,,publish,"2020-06-20 08:00:11",5665,percent,15,yes,,,,,6,0,1,0,2020-06-21,no,no,,,,,
93257,SUMMERSHERE,,publish,"2020-06-20 08:00:57",5665,percent,15,yes,,,,,11,0,1,0,2020-06-21,no,no,,,,,
93258,TKSDAD,,publish,"2020-06-21 08:00:51",5665,percent,20,yes,,,,,69,0,1,0,2020-06-23,no,no,,,,,
93259,DAD20,,publish,"2020-06-21 08:00:55",5665,percent,20,yes,,,,,17,0,1,0,2020-06-23,no,no,,,,,
93260,FATHERSDAY,,publish,"2020-06-21 08:00:36",5665,percent,20,yes,,,,,28,0,1,0,2020-06-23,no,no,,,,,
96317,11KGIVEAWAY,,publish,"2020-07-01 08:00:56",5665,percent,15,yes,,,,,12,0,1,0,2020-07-03,no,no,,,,,
96471,HIGHTIMES2020,,publish,"2020-07-02 11:00:46",5665,percent,15,yes,,,,,17,0,1,0,2020-07-06,no,no,,,,,
97358,HAPPY4TH,,publish,"2020-07-04 08:00:27",5665,percent,20,yes,,,,,122,0,1,0,2020-07-08,no,no,,,,,
97361,JULY4TH,,publish,"2020-07-04 08:00:23",5665,percent,20,yes,,,,,20,0,1,0,2020-07-08,no,no,,,,,
98295,USACBD15,,publish,"2020-07-21 08:00:57",5665,percent,15,yes,,,,,23,0,1,0,2020-07-25,no,no,,,,,
99435,OIL,,publish,"2020-07-10 07:58:04",5665,percent,20,yes,,,89145|89153,KR1-BG|PS1-BC,18,0,1,0,2020-07-14,no,no,,,,,
99436,HAPPY710,,publish,"2020-07-10 07:58:11",5665,percent,20,yes,,,89145|89153,KR1-BG|PS1-BC,20,0,1,0,2020-07-14,no,no,,,,,
101503,TAXDAY,,publish,"2020-07-15 08:00:40",5665,percent,15,yes,,,,,21,0,1,0,2020-07-17,no,no,,,,,
101504,TAXDAY15,,publish,"2020-07-15 08:00:28",5665,percent,15,yes,,,,,4,0,1,0,2020-07-17,no,no,,,,,
101506,TAX15,,publish,"2020-07-15 08:00:04",5665,percent,15,yes,,,,,12,0,1,0,2020-07-17,no,no,,,,,
102442,FENIX20,,publish,"2020-07-17 13:37:30",5665,percent,20,yes,,,,,2,0,1,0,2020-07-20,no,no,,,,,
105891,BUBBLERS,,publish,"2020-07-30 12:29:14",5665,percent,15,yes,,,,,8,0,1,0,2020-08-03,no,yes,,,,,
105892,BUBBLER15,,publish,"2020-07-30 12:29:45",5665,percent,15,yes,,,,,17,0,1,0,2020-08-03,no,yes,,,,,
106814,GIVEAWAYAUG15,,publish,"2020-08-10 12:20:45",5665,percent,15,yes,,,,,21,0,1,0,2020-09-01,no,no,,,,,
107495,PB120,,publish,"2020-08-19 08:00:44",5665,percent,20,yes,103862,PB1-BK,,,30,0,1,0,2020-08-24,no,no,,,,,
107496,NEW20,,publish,"2020-08-19 08:00:54",5665,percent,20,yes,103862,PB1-BK,,,7,0,1,0,2020-08-24,no,no,,,,,
107497,PIPE20,,publish,"2020-08-19 08:00:45",5665,percent,20,yes,103862,PB1-BK,,,4,0,1,0,2020-08-24,no,no,,,,,
108684,LABOR20,,publish,"2020-09-03 08:00:39",5665,percent,20,yes,,,,,345,0,1,0,2020-09-09,no,no,,,,,
108685,LBD20,,publish,"2020-09-03 08:00:52",5665,percent,20,yes,,,,,24,0,1,0,2020-09-09,no,no,,,,,
109591,PD25,,publish,"2020-09-11 08:00:08",5665,percent,25,yes,103862,PB1-BK,,,9,0,1,0,2020-09-14,no,no,,,,,
109593,PATRIOT25,,publish,"2020-09-11 08:00:21",5665,percent,25,yes,103862,PB1-BK,,,1,0,1,0,2020-09-14,no,no,,,,,
110300,EQUINOX20,,publish,"2020-09-22 08:00:42",5665,percent,20,yes,,,,,32,0,1,0,2020-09-28,no,no,,,,,
110302,EQUINOX2020,,publish,"2020-09-22 07:50:17",5665,percent,20,yes,,,,,6,0,1,0,2020-09-28,no,no,,,,,
112105,SHIV,,publish,"2020-10-15 08:00:53",5665,percent,15,yes,,,,,119,0,1,0,2020-10-19,no,no,,,,,
112107,SHIV15,,publish,"2020-10-15 07:58:41",5665,percent,15,yes,,,,,11,0,1,0,2020-10-19,no,no,,,,,
112108,THESHIV,,publish,"2020-10-15 07:50:59",5665,percent,15,yes,,,,,8,0,1,0,2020-10-19,no,no,,,,,
112637,DAYPIPE15,,publish,"2020-10-21 07:55:18",5665,percent,15,yes,,,,,5,0,1,0,2020-10-26,no,no,,,,,
112639,NEW15,,publish,"2020-10-21 08:00:59",5665,percent,15,yes,,,,,6,0,1,0,2020-10-26,no,no,,,,,
113487,HALLOWEEN20,,publish,"2020-10-31 07:55:31",5665,percent,20,yes,,,,,6,0,1,0,2020-11-03,no,no,,,,,
113488,HAPPYHALLOWEEN,,publish,"2020-10-31 08:00:13",5665,percent,20,yes,,,,,12,0,1,0,2020-11-03,no,no,,,,,
114338,VETS,,publish,"2020-11-11 07:50:50",5665,percent,15,yes,,,,,104,0,1,0,2020-11-16,no,no,,,,,
114339,VETERAN,,publish,"2020-11-11 07:55:47",5665,percent,15,yes,,,,,15,0,1,0,2020-11-16,no,no,,,,,
114340,VETERAN15,,publish,"2020-11-11 08:00:33",5665,percent,15,yes,,,,,4,0,1,0,2020-11-16,no,no,,,,,
115910,HDCyberMonday,,publish,"2020-11-30 07:00:19",5665,percent,20,yes,,,,,263,0,1,0,2020-12-05,no,no,,,,,
117210,GREENMONDAY,,publish,"2020-12-14 13:03:08",5665,percent,15,yes,,,,,104,0,1,0,2020-12-17,no,no,,,,,
117329,HAPPYVAPING20,,publish,"2020-12-15 10:08:34",5665,percent,20,yes,,,,,7,0,1,0,2021-06-02,no,no,,,,,
117859,WINTERHD,,publish,"2020-12-21 08:38:01",5665,percent,15,yes,,,,,77,0,1,0,2020-12-23,no,no,,,,,
118128,CHRISTMAS,,publish,"2020-12-24 07:46:39",5665,percent,22,yes,,,,,433,0,1,0,2021-01-01,no,no,,,,,
120086,HD10,,publish,"2021-01-06 12:16:45",5665,percent,10,yes,,,,,782,0,1,0,,no,no,,,,,
120144,CCELLSLYNG21,,draft,"2021-01-07 06:25:29",5665,percent,10,yes,,,,,1024,0,1,0,,no,no,,,,150,
120862,HDCS1,,publish,"2021-08-30 01:40:11",5665,percent,20,yes,,,,,0,0,1,0,2021-11-03,no,no,,,,,
121453,Dankcitywinner2021,,publish,"2021-01-20 10:58:25",5665,fixed_cart,250,yes,,,,,0,1,1,0,2021-06-01,no,no,,,,,
121713,welcome2021,,publish,"2021-01-22 10:58:00",5665,percent,10,yes,,,,,3177,0,1,0,,no,no,,,,150,
121730,CCELL2021,,publish,"2021-01-22 12:47:31",5665,percent,10,yes,,,,,1,0,1,0,2021-06-02,no,no,,,,150,
123117,"SUPER BOWL",,publish,"2021-02-07 11:50:31",8537,percent,15,yes,,,,,62,0,1,0,2021-02-09,no,no,,,,,
123266,superbowl,,publish,"2021-02-07 11:40:58",8537,percent,15,yes,,,,,22,0,1,0,2021-02-09,no,no,,,,,
124332,merryjane,,draft,"2021-02-17 10:47:15",8537,percent,15,yes,,,,,0,0,1,0,2021-03-01,no,no,,,,,
125999,BACKINSTOCK,,publish,"2021-03-05 06:48:52",8537,percent,15,yes,,,,,78,0,1,0,2021-03-08,no,no,,,,,
126032,Woman,,publish,"2021-03-07 23:50:02",8537,percent,15,yes,,,,,31,0,1,0,2021-03-09,no,no,,,,,
127280,SAINT,,publish,"2021-03-17 08:29:23",8537,percent,15,yes,,,,,149,0,1,0,2021-03-21,no,no,,,,,
128361,WATER,,publish,"2021-03-22 11:33:36",8537,percent,15,yes,,,,,191,0,1,0,2021-03-27,no,no,,,,,
129265,md2,,publish,"2021-05-31 08:10:46",8537,percent,15,yes,,,,,183,0,1,0,2021-06-03,no,no,,,,,
129348,HDCCELLPLUS,,publish,"2021-05-31 15:42:30",8537,percent,15,yes,,,,,2,0,1,0,2021-06-03,no,no,,,,,
132343,FINAL,,publish,"2021-07-10 01:27:55",8537,percent,20,yes,,,,,77,0,1,0,2021-07-12,no,no,,,,,
132713,BIRTHDAY,,publish,"2021-07-15 08:51:03",8537,percent,15,yes,,,,,761,0,1,0,,no,no,,,,300,
133193,SURPRISE,,publish,"2021-07-23 05:54:11",8537,percent,15,yes,,,,,43,0,1,0,2021-07-26,no,no,,,,,
133625,FRIEND,,publish,"2021-07-30 06:09:30",8537,percent,15,yes,,,,,39,0,1,0,2021-08-01,no,no,,,,,
134545,RELAX,,publish,"2021-08-14 12:33:08",8537,percent,15,yes,,,,,39,0,1,0,2021-08-17,no,no,,,,,
134886,FLASH,,publish,"2021-08-20 06:13:41",8537,percent,15,yes,,,,,33,0,1,0,2021-08-23,no,no,,,,,
135089,TOPTREE,,publish,"2021-08-24 01:00:50",8537,percent,20,yes,89153,PS1-BC,,,0,0,1,0,2021-10-02,no,no,,,,,
135216,TOP,,publish,"2021-08-25 00:24:08",8537,percent,15,yes,,,,,16,0,1,0,2021-08-27,no,no,,,,,
135391,BEACH,,publish,"2021-08-29 23:33:04",8537,percent,15,yes,,,,,36,0,1,0,2021-09-01,no,no,,,,,
136286,GAME,,publish,"2021-09-11 22:39:28",8537,percent,10,yes,,,,,83,0,1,0,2025-02-14,no,no,,,,,
136680,FREEDOM,,publish,"2021-09-17 02:30:46",8537,percent,15,yes,,,,,42,0,1,0,2021-09-20,no,no,,,,,
137028,EQUINOX,,publish,"2021-09-22 10:10:27",8537,percent,15,yes,,,,,59,0,1,0,2021-09-25,no,no,,,,,
137468,SEPTEMBER,,publish,"2021-09-29 00:50:48",8537,percent,15,yes,,,,,0,0,1,0,2021-09-30,no,no,,,,,
140250,GIVEAWAY,,publish,"2021-11-07 04:58:40",8537,percent,15,yes,,,,,0,0,1,0,2023-06-26,no,no,,,,,
140319,time,,publish,"2021-11-08 05:46:47",8537,percent,15,yes,,,,,39,0,1,0,2021-11-10,no,no,,,,,
141085,LISTO,,publish,"2021-11-18 07:40:42",8537,percent,15,yes,139550,DS2710-U,,,7,0,1,0,2021-11-20,no,no,,,,,
141282,CELSIUS,,publish,"2021-11-21 08:26:56",8537,percent,15,yes,139540,ACK-CGY,,,0,0,1,0,2021-11-23,no,no,,,,,
144763,2022,,publish,"2021-12-31 01:47:10",8537,percent,22,yes,,,,,47,0,1,0,2022-01-02,no,no,ccell,,,,
145146,GIFT,,publish,"2022-01-04 10:16:07",8537,fixed_cart,50,yes,,,,,0,0,1,0,2022-01-07,no,no,,,401,,
146300,MLK,,publish,"2022-01-16 02:12:59",8537,percent,15,yes,,,,,4,0,1,0,2022-01-20,no,no,,,,,
149850,CARNIVAL,,publish,"2022-03-01 03:47:39",8537,percent,15,yes,,,,,54,0,1,0,2022-03-04,no,no,,,,,
151227,H032022,,publish,"2022-03-16 23:48:51",8537,percent,10,yes,,,,,296,0,1,0,2024-02-06,no,no,,,,,
153270,cube25,,publish,"2022-04-15 00:32:38",8537,percent,25,yes,71048|73136|73138,CU|CU-GM|CU-RD,,,2,0,1,0,2022-04-17,no,no,,,,,
153708,420BEST,,publish,"2022-04-20 03:09:23",8537,percent,20,yes,,,,,123,0,1,0,2022-04-22,no,no,,,,,
154017,HARBORCITYHEMP,,publish,"2022-04-22 11:00:15",8537,percent,20,yes,,,,,27,0,0,0,,no,no,,,,,
154648,LASTDAY,,publish,"2022-04-30 02:27:46",8537,percent,20,yes,,,,,99,0,1,0,2022-05-01,no,no,,,,,
155304,MAYO,,publish,"2022-05-05 07:21:27",8537,percent,15,yes,,,,,36,0,1,0,2022-05-08,no,no,,,,,
158311,hdfr,,publish,"2022-06-11 09:44:25",8537,percent,20,yes,,,,,23,0,0,0,,no,no,,,,,
158312,hdvet,,publish,"2022-06-11 09:44:55",8537,percent,20,yes,,,,,731,0,0,0,2024-07-02,no,no,,,,,
159858,Chrissy15,,publish,"2022-07-01 08:06:02",8537,percent,15,yes,,,,,215,0,1,0,2023-08-27,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
159859,DC15,,publish,"2022-07-01 08:07:12",8537,percent,15,yes,,,,,1,0,1,0,2023-06-26,no,no,,"Vape Accessories,Packaging,Vaporizers",,,
160081,INDEPENDENCE,,publish,"2022-07-03 22:19:01",8537,percent,15,yes,,,,,31,0,1,0,2022-07-07,no,no,"CCELL® &amp; Vape Batteries,Vaporizers",,,,
160685,hippyzorn15,,publish,"2022-07-10 07:17:16",8537,percent,15,yes,,,,,2,0,0,0,2023-06-26,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
160686,Sharp15,,publish,"2022-07-10 07:18:11",8537,percent,15,yes,,,,,13,0,1,0,2023-06-20,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
160687,BEST710,,publish,"2022-07-10 07:19:23",8537,percent,18,yes,,,,,112,0,1,0,2022-07-12,no,no,,,,,
160943,CCELL,,publish,"2022-07-12 07:28:04",8537,percent,17,yes,,,,,34,0,1,0,2022-07-16,no,no,"CCELL® Disposables",,,,
160965,herecomepeepaw15,,publish,"2022-07-12 10:15:24",8537,percent,15,yes,,,,,2,0,1,0,2023-06-26,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
160968,thebudlabca15,,publish,"2022-07-12 10:16:13",8537,percent,15,yes,,,,,6,0,1,0,2023-06-26,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
161339,HD,,publish,"2022-07-16 06:59:42",8537,percent,16,yes,,,,,3,0,1,0,2022-07-18,no,no,"Packaging,Vaporizers",,,,
161414,Granny420,,publish,"2022-07-16 20:21:36",8537,percent,15,yes,,,,,5,0,1,0,2023-06-26,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
161521,last,,publish,"2022-07-18 06:05:48",8537,percent,18,yes,,,,,37,0,1,0,2022-07-19,no,no,,,,,
163924,Jessup,,publish,"2022-08-12 10:50:48",8537,percent,15,yes,,,,,2845,0,1,0,2024-05-30,no,no,,,,,
165171,Drenched15,,publish,"2022-08-26 10:31:37",8537,percent,15,yes,111743|205700|185968|206919,DP,,,770,0,1,0,2024-06-11,no,no,"Auxo Vape,CCELL® &amp; Vape Batteries,Packaging,Vape Accessories,Vaporizers",,,,
166131,Labor,,publish,"2022-09-05 03:28:05",8537,percent,15,yes,,,,,88,0,1,0,2022-09-08,no,no,,,,,
166374,laborday,,publish,"2022-09-07 04:45:22",8537,percent,15,yes,,,,,10,0,1,0,2022-09-08,no,no,,,,,
166825,Patriot,,publish,"2022-09-12 03:29:37",8537,percent,15,yes,,,,,25,0,1,0,2022-09-15,no,no,"CCELL® Vape Cartridges",,,,
167621,FALL,,publish,"2022-09-22 02:53:01",8537,percent,15,yes,,,,,3,0,1,0,2022-09-25,no,no,"CCELL® Disposables",,,,
167634,koalapuffs15,,publish,"2022-09-21 11:31:53",8537,percent,15,yes,,,,,0,0,1,0,2023-06-26,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
169777,Croptober,,publish,"2022-10-15 06:46:06",8537,percent,19,yes,,,,,91,0,1,0,2022-10-17,no,no,,,,,
170063,HD19,,publish,"2022-10-17 13:38:47",8537,percent,19,yes,,,,,2,0,1,0,2022-10-19,no,no,,,,,
170186,2cowgirls,,publish,"2022-10-18 15:55:27",8537,percent,15,yes,,,,,4,0,1,0,2023-08-27,no,no,"Vape Accessories,Packaging,Vaporizers",,,,
170576,Sima,,publish,"2022-10-23 07:44:56",8537,percent,16,yes,163263,,,,4,0,1,0,2022-10-25,no,no,,,,,
170818,DAYPIPE,,publish,"2022-10-25 12:46:36",8537,percent,16,yes,111743,DP,,,0,0,1,0,2022-10-27,no,no,,,,,
170819,NEW,,publish,"2022-10-26 12:49:30",8537,percent,16,yes,163041|163263|159762|159770,DS4020-UGY|ZC-0.5|ZC-1.0,,,1,0,1,0,2022-10-29,no,no,,,,,
171261,HALLOWEEN,,publish,"2022-10-30 14:43:40",8537,percent,19,yes,,,,,65,0,1,0,2022-11-02,no,no,,,,,
173486,DISPOSABLES,,publish,"2022-11-23 07:11:33",8537,percent,20,yes,,,,,14,0,1,0,2022-11-25,no,no,"CCELL® Disposables",,,,
173640,black,,publish,"2022-11-25 00:46:11",8537,percent,20,yes,,,,,170,0,1,0,2022-11-28,no,no,,,,,
